"id","slownik_id","typ","haslo_id","komentarz"
920,2278,instytucja,848,
921,158,osoba,849,
922,2467,instytucja,849,
923,2291,instytucja,851,
924,2253,instytucja,852,
925,2468,instytucja,853,
928,2469,instytucja,854,
929,159,osoba,850,
933,160,osoba,854,
934,2469,instytucja,855,
935,2469,instytucja,856,
936,2469,instytucja,857,
937,161,osoba,855,
939,163,osoba,857,
938,162,osoba,856,
940,2469,instytucja,858,
941,164,osoba,858,
942,2285,instytucja,859,
943,23949,miejsce,860,
944,2266,instytucja,861,
945,2462,instytucja,862,
946,2290,instytucja,863,
947,2292,instytucja,864,
948,2279,instytucja,865,
949,2258,instytucja,866,
